基金代码,基金全称,基金简称,基金类型,发行日期,成立日期/规模,资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,业绩比较基准,跟踪标的
005727,嘉实中创400交易型开放式指数证券投资基金联接基金,嘉实中创400ETF联接C,指数型-股票,2012年02月20日,2018年03月06日 / --,0.07亿元,0.0565亿份,嘉实基金,工商银行,张超梁,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.40%（每年）,---,0.00%,1.50%,中创400指数收益率×95%+银行活期存款税后利率×5%,中小创业企业400指数
005763,中欧电子信息产业沪港深股票型证券投资基金,中欧电子信息产业沪港深股票C,股票型,2017年05月22日,2018年04月23日 / --,19.60亿元,5.5156亿份,中欧基金,建设银行,刘金辉,每份累计0.07元,1.20%（每年）,0.20%（每年）,0.80%（每年）,---,0.00%,1.50%,中证TMT产业主题指数收益率×65%+恒生指数收益率×20%+中证综合债券指数收益率×15%,该基金无跟踪标的
005776,中加转型动力灵活配置混合型证券投资基金,中加转型动力混合C,混合型-灵活,2018年08月06日,2018年09月05日 / 6.082亿份,0.70亿元,0.1674亿份,中加基金,工商银行,张一然,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率×60%+中债总全价指数收益率×40%,该基金无跟踪标的
005787,中欧新趋势混合型证券投资基金(LOF),中欧新趋势混合C,混合型-偏股,2007年01月04日,2018年03月21日 / --,2.52亿元,1.568亿份,中欧基金,兴业银行,周蔚文,每份累计0.60元,1.20%（每年）,0.20%（每年）,0.80%（每年）,---,0.00%,1.50%,富时中国A600指数*80%+富时中国国债全价指数*20%,该基金无跟踪标的
005795,博时中证500指数增强型证券投资基金,博时中证500指数增强C,指数型-股票,2017年08月24日,2018年03月31日 / --,1.38亿元,0.8249亿份,博时基金,中国银行,刘钊,每份累计0.00元,1.00%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证500指数收益率×95%+银行活期存款利率(税后)×5%,中证500指数
005874,建信创业板交易型开放式指数证券投资基金发起式联接基金,建信创业板ETF联接C,指数型-股票,2018年05月28日,2018年06月13日 / 0.531亿份,0.57亿元,0.272亿份,建信基金,中国银河,葛鲁禹,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,创业板指数收益率*95%+银行人民币活期存款税后利率*5%,创业板指数(价格)
005885,金鹰信息产业股票型证券投资基金,金鹰信息产业股票C,股票型,2018年04月17日,2018年04月18日 / --,3.01亿元,0.8017亿份,金鹰基金,广州农商银行,倪超,每份累计0.94元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证TMT产业主题指数收益率×80%+中债总财富(总值)指数收益率×20%,该基金无跟踪标的
005905,华泰保兴成长优选混合型证券投资基金,华泰保兴成长优选C,混合型-偏股,2018年05月07日,2018年06月07日 / 2.358亿份,1.34亿元,0.6296亿份,华泰保兴基金,中国银行,田荣,每份累计0.38元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*70%+中债总指数(全价)收益率*30%,该基金无跟踪标的
005919,天弘中证500交易型开放式指数证券投资基金联接基金,天弘中证500ETF联接C,指数型-股票,2015年01月19日,2018年04月24日 / --,7.00亿元,4.8045亿份,天弘基金,国泰海通,陈瑶,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.20%（每年）,---,0.00%,1.50%,中证500指数收益率*95%+银行活期存款利率(税后)*5%,中证500指数
005959,财通新视野灵活配置混合型证券投资基金,财通新视野灵活配置混合C,混合型-灵活,2018年05月21日,2018年06月25日 / 12.307亿份,3.42亿元,1.0167亿份,财通基金,工商银行,沈犁,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率×55%+上证国债指数收益率 ×45%,该基金无跟踪标的
005961,博时量化价值股票型证券投资基金,博时量化价值股票C,股票型,2018年06月01日,2018年06月26日 / 3.412亿份,0.61亿元,0.3895亿份,博时基金,农业银行,黄瑞庆,每份累计0.22元,0.90%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率×70%+恒生综合指数收益率×20%+中债综合财富(总值)指数收益率×10%,该基金无跟踪标的
005963,宝盈人工智能主题股票型证券投资基金,宝盈人工智能股票C,股票型,2018年06月20日,2018年08月15日 / 2.954亿份,5.27亿元,1.2659亿份,宝盈基金,工商银行,张天闻,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证人工智能主题指数收益率×60% +恒生综合指数收益率×25% +中证综合债券指数收益率×15%,该基金无跟踪标的
006080,海富通电子信息传媒产业股票型证券投资基金,海富通电子传媒股票C,股票型,2018年11月02日,2018年12月26日 / 3.914亿份,1.45亿元,0.4184亿份,海富通基金,工商银行,吴昊,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证TMT产业主题指数收益率×70% +中证港股通TMT主题指数收益率×15%+上证国债指数收益率×15%,该基金无跟踪标的
006087,华泰柏瑞中证500交易型开放式指数证券投资基金联接基金,华泰柏瑞中证500ETF联接C,指数型-股票,2015年04月15日,2018年06月13日 / --,1.76亿元,1.674亿份,华泰柏瑞基金,中国银行,胡亦清,每份累计0.00元,0.15%（每年）,0.05%（每年）,0.25%（每年）,---,0.00%,1.50%,95%*中证500指数收益率+5%*银行活期存款利率(税后),中证500指数
006101,平安优势产业灵活配置混合型证券投资基金,平安优势产业混合C,混合型-灵活,2018年07月06日,2018年08月22日 / 2.997亿份,2.08亿元,0.7974亿份,平安基金,工商银行,黄维,每份累计0.25元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率×60%+中证全债指数收益率×40%,该基金无跟踪标的
006104,华泰柏瑞量化智慧灵活配置混合型证券投资基金,华泰柏瑞量化智慧混合C,混合型-灵活,2015年05月19日,2018年06月19日 / --,1.04亿元,0.4802亿份,华泰柏瑞基金,工商银行,笪篁,每份累计0.15元,1.20%（每年）,0.20%（每年）,0.25%（每年）,---,0.00%,1.50%,95%*中证500指数收益率+5%*银行活期存款利率(税后),该基金无跟踪标的
006166,建信中证1000指数增强型发起式证券投资基金,建信中证1000指数增强C,指数型-股票,2018年11月12日,2018年11月22日 / 0.996亿份,5.94亿元,2.8729亿份,建信基金,浦发银行,叶乐天、赵云煜,每份累计0.61元,1.00%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证1000指数收益率*95%+银行活期存款税后利率*5%,中证1000指数
006215,平安中证500交易型开放式指数证券投资基金联接基金,平安500ETF联接C,指数型-股票,2018年08月03日,2018年09月05日 / 2.639亿份,2.82亿元,2.0105亿份,平安基金,平安银行,李严,每份累计0.26元,0.50%（每年）,0.10%（每年）,0.10%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,中证500指数
006234,万家汽车新趋势混合型证券投资基金,万家汽车新趋势混合C,混合型-偏股,2019年09月23日,2019年10月23日 / 5.802亿份,0.58亿元,0.193亿份,万家基金,工商银行,耿嘉洲,每份累计0.47元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率×60%+上证国债指数收益率×40%,该基金无跟踪标的
006249,华夏创业板交易型开放式指数证券投资基金发起式联接基金,华夏创业板ETF联接C,指数型-股票,2018年08月03日,2018年08月14日 / 0.116亿份,12.50亿元,6.6116亿份,华夏基金,中国银行,严筱娴,每份累计0.26元,0.15%（每年）,0.05%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,创业板指数收益率*95%+人民币活期存款税后利率*5%,创业板指数(价格)
006269,永赢智能领先混合型证券投资基金,永赢智能领先混合C,混合型-偏股,2019年03月04日,2019年03月26日 / 19.196亿份,2.49亿元,0.815亿份,永赢基金,交通银行,欧子辰,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.20%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*80%+中国债券总指数收益率*20%,该基金无跟踪标的
006315,国联策略优选混合型证券投资基金,国联策略优选混合C,混合型-偏股,2019年02月01日,2019年05月08日 / 3.798亿份,1.19亿元,0.4675亿份,国联基金,中国银行,王喆、叶天垚,每份累计0.40元,1.20%（每年）,0.20%（每年）,0.20%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率×75%+上证国债指数收益率×25%,该基金无跟踪标的
006328,易方达中证海外中国互联网50交易型开放式指数证券投资基金联接基金,易方达中证海外互联网50ETF联接(QDII)C,指数型-海外股票,2019年01月02日,2019年01月18日 / 4.359亿份,23.44亿元,18.0047亿份,易方达基金,招商银行,余海燕,每份累计0.00元,0.60%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证海外中国互联网50指数收益率×95%+活期存款利率(税后) ×5%,中证海外中国互联网50人民币指数
006382,华夏中证500交易型开放式指数证券投资基金联接基金,华夏中证500ETF联接C,指数型-股票,2015年04月08日,2018年09月19日 / --,2.52亿元,2.9292亿份,华夏基金,建设银行,荣膺,每份累计0.00元,0.15%（每年）,0.05%（每年）,0.40%（每年）,---,0.00%,1.50%,中证500指数收益率*95%+人民币活期存款税后利率*5%,中证500指数
006433,平安鑫利灵活配置混合型证券投资基金,平安鑫利混合C,混合型-灵活,2018年09月12日,2018年09月15日 / --,0.24亿元,0.1375亿份,平安基金,平安银行,王华,每份累计0.00元,0.60%（每年）,0.10%（每年）,0.10%（每年）,---,0.00%,1.50%,沪深300指数收益率×30%+中证综合债指数收益率×70%,该基金无跟踪标的
006441,中信建投中证500指数增强型证券投资基金,中信建投中证500增强C,指数型-股票,2020年04月20日,2020年05月09日 / 2.724亿份,1.48亿元,0.8312亿份,中信建投基金,中信证券,王鹏,每份累计0.00元,0.75%（每年）,0.10%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,中证500指数收益率×95%+银行活期存款税后利率×5%,中证500指数
006503,财通集成电路产业股票型证券投资基金,财通集成电路产业股票C,股票型,2018年10月23日,2018年11月29日 / 2.367亿份,5.56亿元,1.7059亿份,财通基金,工商银行,金梓才,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*80%+上证国债指数收益率*20%,该基金无跟踪标的
006523,财通新兴蓝筹混合型证券投资基金,财通新兴蓝筹混合C,混合型-偏股,2019年01月09日,2019年02月28日 / 4.114亿份,0.38亿元,0.1695亿份,财通基金,工商银行,唐家伟,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*75%+上证国债指数收益率*25%,该基金无跟踪标的
006594,博道中证500指数增强型证券投资基金,博道中证500增强C,指数型-股票,2018年12月03日,2019年01月03日 / 4.306亿份,10.12亿元,4.5054亿份,博道基金,招商银行,杨梦,每份累计0.28元,0.75%（每年）,0.10%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,中证500指数
006616,工银瑞信战略新兴产业混合型证券投资基金,工银战略新兴产业混合C,混合型-偏股,2019年03月04日,2019年04月24日 / 7.761亿份,1.83亿元,0.6348亿份,工银瑞信基金,中国银行,夏雨、马丽娜,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,75%×中证800指数收益率+25%×中债综合财富(总值)指数收益率,该基金无跟踪标的
006649,汇安多因子混合型证券投资基金,汇安多因子混合C,混合型-偏股,2019年03月25日,2019年04月30日 / 4.983亿份,4.11亿元,2.0812亿份,汇安基金,光大银行,柳预才,每份累计0.03元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证500指数收益率×60%+中证综合债券指数收益率×40%,该基金无跟踪标的
006730,万家中证500指数增强型发起式证券投资基金,万家中证500指数增强C,指数型-股票,2019年05月06日,2019年05月23日 / 2.160亿份,2.71亿元,1.8037亿份,万家基金,工商银行,乔亮,每份累计0.57元,1.00%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*95%+一年期人民币定期存款利率(税后)*5%,中证500指数
006733,博时创业板交易型开放式指数证券投资基金联接基金,博时创业板ETF联接C,指数型-股票,2011年05月03日,2018年12月10日 / --,4.13亿元,1.4964亿份,博时基金,交通银行,尹浩,每份累计0.00元,0.15%（每年）,0.05%（每年）,0.10%（每年）,---,0.00%,1.50%,创业板指数收益率*95%+银行活期存款税后利率*5%,创业板指数(价格)
006888,诺德新生活混合型证券投资基金,诺德新生活混合C,混合型-偏股,2019年02月01日,2019年03月28日 / 2.268亿份,12.36亿元,6.2479亿份,诺德基金,农业银行,周建胜,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.10%（每年）,0.00%,0.00%,1.50%,60%×沪深300指数收益率+40%×中国债券总指数收益率,该基金无跟踪标的
006905,泰康产业升级混合型证券投资基金,泰康产业升级混合C,混合型-偏股,2019年04月15日,2019年05月17日 / 3.117亿份,3.40亿元,1.4332亿份,泰康基金,建设银行,薛小波,每份累计0.17元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*50%+恒生指数收益率*25%+中债综合全价指数收益率*25%,该基金无跟踪标的
006910,战略新兴成指交易型开放式指数证券投资基金发起式联接基金,华夏战略新兴成指ETF联接C,指数型-股票,2019年05月06日,2019年06月05日 / 2.914亿份,0.83亿元,0.3955亿份,华夏基金,建设银行,鲁亚运,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,中国战略新兴产业成份指数指数收益率×95%+人民币活期存款税后利率×5%,中国战略新兴产业成份指数
006924,前海开源沪港深非周期性行业股票型证券投资基金,前海开源沪港深非周期股票C,股票型,2019年02月01日,2019年03月13日 / 4.398亿份,0.24亿元,0.1556亿份,前海开源基金,农业银行,崔宸龙,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.25%（每年）,0.00%,0.00%,1.50%,恒生指数收益率×80%+中证全债指数收益率×20%,该基金无跟踪标的
006938,鹏华中证500指数证券投资基金(LOF),鹏华中证500指数(LOF)C,指数型-股票,2010年01月04日,2019年01月22日 / --,1.17亿元,0.5222亿份,鹏华基金,工商银行,余展昌,每份累计0.00元,0.75%（每年）,0.15%（每年）,0.20%（每年）,---,0.00%,1.50%,中证500指数收益率*95%+银行活期存款利率(税后)*5%,中证500指数
